id,nombre,precio,precioCaja,descripcion,folderId,finalArtId,proveedor,codCaja,stockJson,familia,subcategoria,unidad,unidadDetalle,imagen,fecha
1183,Csja de termico T12,95.0,0.0,,1NjzsKebk1iwiXSfiUxq4OVH_I815F9L5,,,,"{""isCatalog"": false}",,,Unidad,,,
1184,Tubo LED 30W ahumado marca Everleo,34.0,0.0,,1NknUOTqmcaCIxn9s6GHSzIfbDR0o6AY6,,,,"{""isCatalog"": false}",,,Unidad,,,
1185,"Aceite penetrante WD 40, 11oz, 311 gr",75.0,0.0,,1NkUS7vRBFKpi_NqeMC0CleGiTwNm7mLt,,,,"{""isCatalog"": false}",,,Unidad,,,
1186,Placa doble 16Amp,25.0,0.0,,1NM3MODX0unsmfCcpBuStK1ltK9X8v7LO,,,,"{""isCatalog"": false}",,,Unidad,,,
1187,Baliza destellador de luz amarillo 220V,230.0,0.0,,1nMNdsq31RITilBZ8ZynmQGm-58RWMhdU,,,,"{""isCatalog"": false}",,,Unidad,,,
1188,Alambre aislado de cobre N° 14 (de 1 hebra) METRO,9.0,0.0,,1NNm8Syzmp0ekQg_NAUFfP6MSHgjw4YeG,,,,"{""isCatalog"": false}",,,Unidad,,,
1189,"Pantalla LED 60W de 60*60cm cuadrada, luz blanca",195.0,0.0,,1nOS4X41rL6oBJI8jC1FGtmJI5nHV6g7C,,,,"{""isCatalog"": false}",,,Unidad,,,
1190,Resitencia para ducha,28.0,0.0,Resitencia de ducha Lorenzetti,1nOvlciZKaxH5QOiFN5scZYVFjMOfxxAG,,,,"{""isCatalog"": false}",,,Unidad,,,
1191,Cinta masquin 1/2,8.1,0.0,,1nPGjGoErBxEA4AZe2e7foMS_0Ni8ElSN,,,,"{""isCatalog"": false}",,,Unidad,,,
1192,Foco LED a rosca 15W,20.0,0.0,,1nPNObpC4OFwJ9Jwbh7r0Hqjte2UcU47m,,,,"{""isCatalog"": false}",,,Unidad,,,
1193,Electrodo de 2.5MM (kilo),30.0,0.0,,1NQdFFMuZXlREjIZZfsUfmBtgRtE1akmG,,,,"{""isCatalog"": false}",,,Unidad,,,
1194,Foco LED tipo botellón 40W,55.0,0.0,,1nQP-alkT6lUzkkzlMi2TXddtGVr5JNZ_,,,,"{""isCatalog"": false}",,,Unidad,,,
1195,Tubo LED T8 18W Luz Cálida,25.0,0.0,,1nr_mjpgochdl3vj8hZZ3Qph7KSqES1oY,,,,"{""isCatalog"": false}",,,Unidad,,,
1196,Cableducto 100*50,89.0,0.0,,1NRNzWv3Jm5K8LqGGiwV9X-7XlntXa_YH,,,,"{""isCatalog"": false}",,,Unidad,,,
1197,Juego de destornilladores de electrónica,260.0,0.0,,1NRp7GmOh2igA46YKuI5CMWIBLQT0i_c2,,,,"{""isCatalog"": false}",,,Unidad,,,
1198,Baliza de luz,300.0,0.0,,1nRytBA-OKmHProIdcog5ze7E1i-mS5qO,,,,"{""isCatalog"": false}",,,Unidad,,,
1199,"Cinta aislante 3/4 "" 3M",14.0,0.0,,1ns3ReTO03wRvmR1JE4c9jx_56lCM04U1,,,,"{""isCatalog"": false}",,,Unidad,,,
1200,Clavija de 15 Amp,7.0,0.0,,1Ns91WSK71U9SHAosSaLE4S7ABsQcRr1_,,,,"{""isCatalog"": false}",,,Unidad,,,
1201,Tubo PVC Conduit 3/4,12.0,0.0,,1nSG2tdRWCQHYZBMu9FXXy-IV0kYuCHiR,,,,"{""isCatalog"": false}",,,Unidad,,,
1202,Cable canal 25mmx25mm,0.0,0.0,,1nSjxqcXkqTP_yIhdaS9poKNvuhfInQAv,,,,"{""isCatalog"": false}",,,Unidad,,,
1203,Tomacorriente doble de 10/15 amp,30.0,0.0,,1nSs1LVIwodvS2escGaPUa-JMEKN3JbuO,,,,"{""isCatalog"": false}",,,Unidad,,,
1204,Foco botella para enroscar E27 de 18W,22.0,0.0,,1ntJ291xQ7GQtZBvNwRGsSJewIUOlFSxw,,,,"{""isCatalog"": false}",,,Unidad,,,
1205,Termico trifásico 100A,190.0,0.0,,1nVS0ixk6tr7pi1uO7G3BET0yf8Aa1mps,,,,"{""isCatalog"": false}",,,Unidad,,,
1206,Chapa de puerta mediana marca Everleo,160.0,0.0,,1NVVT27d_hyyNThkE5rBfkggQUGqeJuos,,,,"{""isCatalog"": false}",,,Unidad,,,
1207,Cableducto 20*10mm 2mts,8.0,0.0,,1NW313gQUPC79b2T3d-dTm-t7B_ezCwPN,,,,"{""isCatalog"": false}",,,Unidad,,,
1208,FOCO LED E-27 22W LUZ CÁLIDA,42.0,0.0,,1Nw3p_k78kNSLcaX2XS66_ACSs4_QkqrR,,,,,,,Unidad,,,
1209,"Panel LED de 60*60cm, 60W, luz blanca 6500K, 165V-265V, marca LENTELUX IND. BRASILEÑA",200.0,0.0,,1nWcwcssMgjBQr_eSNzUiwmR3Kp9M84Il,,,,"{""isCatalog"": false}",,,Unidad,,,
1210,CABLE UTP CAT 6 PARA EXTERIOR CON MENSAJERO DIMAX,1650.0,0.0,,1nxRare_h-WzNcexXexwtBg3RelxlvCsk,,,,"{""isCatalog"": false}",,,Unidad,,,
1211,PILAS DOBLE (AA) (DURACELL),9.0,0.0,,1nxYdGfrTbQ1CieIgxUR97wzK6gFRTSaC,,,,"{""isCatalog"": false}",,,Unidad,,,
1212,Panel de sobreponer de 24W Lentelux Brasilero,55.0,0.0,,1NZCdiDb1kqApY_rgocRBxGxp8ufFdRVa,,,,"{""isCatalog"": false}",,,Unidad,,,
1213,Llave en cruz para automóvil,110.0,0.0,,1NzqzQ-j5eQkuPJYBRR5vm2VCr2hPDVCW,,,,"{""isCatalog"": false}",,,Unidad,,,
1214,Tubo LED T8 9W Luz Cálida,22.0,0.0,,1NzST18Rx96nDUS3QsuenUgzA-IxBE5Yf,,,,"{""isCatalog"": false}",,,Unidad,,,
1215,Térmico bipolar 2x32A SICA,65.0,0.0,,1NZx5ceA6z6aJDb17C47Y5kpk_yR7tfWA,,,,"{""isCatalog"": false}",,,Unidad,,,
1216,"Cortapico cap 220W, V110/220 tipo entrada Nema 5-15P Tipo de salida: 6xNEMA Universal, Indicador Visual: interruptor de conexión con luz",40.0,0.0,,1O01eF_Mc7W1j5_hB0fJguoFB1M8MQtJt,,,,"{""isCatalog"": false}",,,Unidad,,,
1217,Hoja de lija para fierro #100,13.0,0.0,,1O0KvrurCEBzK3tOhl_n1dylCZn6oNXCY,,,,"{""isCatalog"": false}",,,Unidad,,,
1218,Foco PL 26W luz cálida,40.0,0.0,,1O23a0DYg4ugKKQnYgchCDzA4qvUuw0bL,,,,"{""isCatalog"": false}",,,Unidad,,,
1219,"Aplique LED alto grado de protección tipo industrial 11""X5"" luz Blanca 24W",95.0,0.0,,1O4FmlNgQeCFubt21uVnCYPgNYH2HxAc4,,,,"{""isCatalog"": false}",,,Unidad,,,
1220,Enchufe/clavija 16A,10.0,0.0,,1o4Z6KS-ka7-hcW-NDb35_jeMbaghjciQ,,,,"{""isCatalog"": false}",,,Unidad,,,
1221,Cable bipolar N°2*14 AWG,8.5,0.0,,1o5dLROc6RIK4IlTHSeHAKm7VE4EjbfJ_,,,,"{""isCatalog"": false}",,,Unidad,,,
1222,Pantalla LED cuadrada 30*30 24W sobrepuesto,57.0,0.0,,1O5Ep58ghvr_kXR0q2xgFBtp_7NhfFcwh,,,,"{""isCatalog"": false}",,,Unidad,,,
1223,Caja estanca 10*10,18.0,0.0,,1o6samqmnRvYMhTYv7jbuXeyL0-wZr7EH,,,,"{""isCatalog"": false}",,,Unidad,,,
1224,Chapa Alianca,165.0,0.0,,1o8Bm0Lg03_AmCkhoMYTTBAITmd1a6knc,,,,"{""isCatalog"": false}",,,Unidad,,,
1225,Chapa Varilla tipo modelo empotrado para escritorio Melamina,80.0,0.0,,1O8EaupIwx09DSwg5ssX3va3gRp1_4PGZ,,,,"{""isCatalog"": false}",,,Unidad,,,
1226,BARRA DE PERFIL DE ALUMINIO EN U 10 X 13 MMS X 6 MTRS,250.0,0.0,,1O9g5TWrbKsvR-u0CiQfAI5rl2cBfFVdE,,,,"{""isCatalog"": false}",,,Unidad,,,
1227,Panel LED 60x60 sobreponer,230.0,0.0,,1O9ixeNirQUnnYFl_UWb6_jtGv5CKgS6B,,,,"{""isCatalog"": false}",,,Unidad,,,
1228,Tubo PVC 5/8 TIGRE,8.0,0.0,,1O9LbpBW0xmgtiT4ET5a3kjs6loDoxNee,,,,"{""isCatalog"": false}",,,Unidad,,,
1229,"Interruptor simple, Mr Three",25.0,0.0,,1O9w3zR7qo8U-JoUf_XrQu1_vFQaiKAsc,,,,,,,Unidad,,,
1230,Cable de 7 hilos #14,860.0,0.0,,1O9xWYScmTbEcheJ6vnletmA9tYgzWd9t,,,,"{""isCatalog"": false}",,,Unidad,,,
1231,Tubo fluorescente negro,45.0,0.0,,1Oa-ssCj4Fo3VDH95vzgU4rJHrL98EbMi,,,,"{""isCatalog"": false}",,,Unidad,,,
1232,Módulo interruptor,15.0,0.0,,1OAgc6I7T17D7TFZNW9Rv3QQZk7q6XvQd,,,,"{""isCatalog"": false}",,,Unidad,,,
1233,Caja de tubo fluorescente de 40W T12 marca Philips (25 unidades),360.0,0.0,,1oAh5Ujz9GdG7mucE-X9gYbQG-1BbnrMB,,,,"{""isCatalog"": false}",,,Unidad,,,
1234,Pantallas Led 24w cuadrada,85.0,0.0,,1OAnuwqlYZ6QZg4As4E2_jPcOoDD8rsmC,,,,"{""isCatalog"": false}",,,Unidad,,,
1235,Panel LED cuadrado para empotrar 21.5*21.5cm de 18W Brasilian,60.0,0.0,,1OAq1DBMIRZpm0uYuDVHxFz_o8wcJpnZ2,,,,"{""isCatalog"": false}",,,Unidad,,,
1236,Pintura sintética balde 18L rojo marca Monopol,495.0,0.0,,1ocL1pMlQzljdFXYPQy5esOMuHplr6wo1,,,,"{""isCatalog"": false}",,,Unidad,,,
1237,"Cinta doble contacto de esponja 25Y largo , 12 mm de ancho",75.0,0.0,,1Ocwbt_5s7jluaSCjFxMiAhmXk_oS5ZY-,,,,"{""isCatalog"": false}",,,Unidad,,,
1238,"Reflector LED 500W industrial de ojos, luz Blanca 6500K, 180-265V, angulo 180°, Grado de protección IP65, maeca BOONIGA",820.0,0.0,,1ODkGkDI7MBaCkRT58SN-PiJp_WQVhi3O,,,,"{""isCatalog"": false}",,,Unidad,,,
1239,Arrancadores de 40-65W,8.0,0.0,,1OdQEmfvyQpA1uzXlskWaQWgSavP-mw4L,,,,"{""isCatalog"": false}",,,Unidad,,,
1240,Panel de 24W para empotrar Lentelux Brasilero,20.0,0.0,,1oE1N4YkG513yVA-TKvvdJUXpiTmf_cS4,,,,"{""isCatalog"": false}",,,Unidad,,,
1241,Ramplu N°6 (100U),30.0,0.0,,1oEDjSVw8aslQkDUsY5cgj5bUvDvQXOI8,,,,"{""isCatalog"": false}",,,Unidad,,,
1242,Placa interruptor doble Osmar,25.0,0.0,Placa interruptor doble marca Osmar,1OeuXlRsqpc_tYpcxbCHc4O23Dx0lJCCS,,,,"{""isCatalog"": false}",,,Unidad,,,
1243,Foco LED 18W luz cálida equivalente a 150W,35.0,0.0,,1OGbCafpdr1vCUTPbcfevCkd-FLbguSeM,,,,"{""isCatalog"": false}",,,Unidad,,,
1244,Panel 60*60 p/empotrar,190.0,0.0,,1OgokYv2gCDsuom0uaGAell8Cx7nqzxxq,,,,"{""isCatalog"": false}",,,Unidad,,,
1245,FOCO LED DE 26W   Entrada: 220V-50/60Hz,32.0,0.0,,1OGRclyf-09_9lE5caG87dIGZ39NEN7-U,,,,"{""isCatalog"": false}",,,Unidad,,,
1246,Ducha Metálica Lorenzetti con doble resistencia,470.0,0.0,,1oH3rKNmvHaHyZ-abXxHCGkvmjDkvS6h2,,,,"{""isCatalog"": false}",,,Unidad,,,
1247,"Chapa eléctrica marca DLUX, derecha izquierda con control remoto, llave y tarjetas de proximidad",640.0,0.0,,1OIiMXZ6-bASiRJFauMhz3y_TLfggMzAb,,,,"{""isCatalog"": false}",,,Unidad,,,
1248,Tubo LED 120cm,27.0,0.0,,1okapb0jtuCDP4eqB9JyIVSEIVBMtW_rq,,,,"{""isCatalog"": false}",,,Unidad,,,
1249,Tubo LED 60cm,14.0,0.0,,1OLCqOSdEgcJu-DJhaw7qoj9O1i3m20ne,,,,"{""isCatalog"": false}",Iluminación,Tubo LED,Unidad,,,
1250,Chapa barra 1.2 metros,55.0,0.0,,1ON-ZLVpRH7mMekbM5EYSbs9r3HMBJ092,,,,"{""isCatalog"": false}",,,Unidad,,,
1251,"Chapa para puerta tipo interior de puerta, material cromado",210.0,0.0,,1oOEhGTqFE6LoROGoa0GXLHU6XPIselrK,,,,"{""isCatalog"": false}",,,Unidad,,,
1252,Cinta Aislante 3/4,12.0,0.0,Vinta Aislante 3/4 3M 20Y,1OP6QIW5H84PKwbxMDgaLKLzO_IgMjTzH,,,,"{""isCatalog"": false}",,,Unidad,,,
1253,Tubo LED Blanco de 18W marca EVERLEO,19.0,0.0,,1Orfnm7H5mOF6hHOYxFjKMf649_ZuY-jN,,,,"{""isCatalog"": false}",,,Unidad,,,
1254,Foco led tipo bombilla luz blanca,12.0,0.0,,1OrvoH5knmq2sxbH-3HOHDxU8FFw-3By9,,,,"{""isCatalog"": false}",,,Unidad,,,
1255,"Cable de cobre 7 hilos #14 marca Tigre, Blanco (Rollo 100 metros)",590.0,0.0,,1oryNdM6IcrAljyfLeGAPKo61p70RlFJL,,,,"{""isCatalog"": false}",,,Unidad,,,
1256,Chapa Electrica Marca Yale más su transformador,750.0,0.0,,1OTWPSHokoZgVS05E8gA9Iq-IsZHLisyg,,,,"{""isCatalog"": false}",,,Unidad,,,
1257,Zocalo para LED,3.0,0.0,,1oTZyOn4NjKgyc0L3ASgTpQAY7QDJznZF,,,,"{""isCatalog"": false}",,,Unidad,,,
1258,Regleta de 4 puertos,20.0,0.0,,1oubaXrZtwV2dbIx3EAi6DuTl_1Akh568,,,,"{""isCatalog"": false}",,,Unidad,,,
1259,Luminaria publica LED de 100W IP65 220V con fotocélula,545.0,0.0,,1oUcFpaZKt-uYF7fGufaNYzmY5EC6WTaB,,,,"{""isCatalog"": false}",,,Unidad,,,
1260,Placa de pared Tomacorriente doble Nema color Grafito marca MR THREE,50.0,0.0,,1oUFFoEjU5QSyXS8Z40R0Tw9majrWnxyD,,,,"{""isCatalog"": false}",,,Unidad,,,
1261,Distanciometro digital de 100 metros TRUPER,1550.0,0.0,,1oVel9-m9Axs_US_8PmcC2yTp8b5WRDze,,,,"{""isCatalog"": false}",,,Unidad,,,
1262,Extensor Universal de corriente de 5 metros,70.0,0.0,,1OW1tPC7Lyzn_Pz8HVlPY4ujI4PnUJHzw,,,,"{""isCatalog"": false}",,,Unidad,,,
1263,"Tablero eléctrico 2""",15.0,0.0,,1OWC391-jiiKfXwWSt3hYq-FtWUwKmZQN,,,,"{""isCatalog"": false}",,,Unidad,,,
1264,"Codo 6""",65.0,0.0,,1owg6PIJmM9N34vqJv6zGs8ZSqfL49wZ6,,,,"{""isCatalog"": false}",,,Unidad,,,
1265,Reflector LED 150W IP66,350.0,0.0,,1oWujZHdkD_URFyEaZTQrI-GG-6mEalci,,,,"{""isCatalog"": false}",,,Unidad,,,
1266,Cableductos de pared 20*10,8.0,0.0,,1OX20npK2BtAV6Kum5b4Wk9G-vWaRDI8Q,,,,"{""isCatalog"": false}",,,Unidad,,,
1267,Balde de 18 Litros pintura acrílica Tradicional color blanco,430.0,0.0,,1oxth_ADYwZi2bzgq5sbdX0HfTNFeomfu,,,,"{""isCatalog"": false}",,,Unidad,,,
1268,Panel LED 18W circular de sobrepuesto luz blanca,60.0,0.0,,1OYa4xdZLf8haZ19ecYFUOoV9iHmnh4tH,,,,"{""isCatalog"": false}",,,Unidad,,,
1269,Cable 12 cordón marca Tigre,1050.0,0.0,,1OyFB2_xaegEldvyqpa85E-nnlMf4RTYq,,,,"{""isCatalog"": false}",,,Unidad,,,
1270,"TUBOS LED 1,2 MT, CALIDO 20W",20.0,0.0,,1oyYY3rVzRqnXW_2zNMpyor_lY845Jua1,,,,"{""isCatalog"": false}",,,Unidad,,,
1271,Foco LED 20W - 150W,25.0,0.0,,1oZvS-zBbWySGQvkD-bF2Tar1n2s0RTyr,,,,"{""isCatalog"": false}",,,Unidad,,,
1272,Roseta simple de una entreda RJ45,45.0,0.0,,1OZWO8qkSNiYNbSNxKgI8lF9xvxzOA7on,,,,"{""isCatalog"": false}",,,Unidad,,,
1273,Reactancia para PL 26W ELT o wu equivalente,30.0,0.0,,1p0DqgQr2ue1gLWjRfVo8n7E83L8eYXvz,,,,"{""isCatalog"": false}",,,Unidad,,,
1274,Cablecanal ranurado 60x40 mm,0.0,0.0,,1p1aKm_CP7Kiw3YQIbmab6-vu1ofUM3Mf,,,,"{""isCatalog"": false}",,,Unidad,,,
1275,Cinta Aislante 20Y,14.0,0.0,,1p2PScsBWOJstnjLzaILaDQJIAat5jujt,,,,"{""isCatalog"": false}",,,Unidad,,,
1276,Conta Aislante 3M 20Y,19.0,0.0,,1P4FCUgfdupfoHwfGjx0XcCqjbSm0qwKt,,,,"{""isCatalog"": false}",,,Unidad,,,
1277,Grifo eléctrico plástico Lorenzetti,650.0,0.0,,1P6CYOJddM7cLHFtcP8ZsBh-8i4Bq3Nnr,,,,"{""isCatalog"": false}",,,Unidad,,,
1278,Soquet plástico E27,10.0,0.0,,1P6hmeLzpIVFy1PjNZjmOS9oWOFQ07UKU,,,,"{""isCatalog"": false}",,,Unidad,,,
1279,Cable UTP CATEGORIA 6 de 305 M 100% cobre,1430.0,0.0,,1P6p74pzegmJQikS3Z5ioNvPkqrTAaKqz,,,,"{""isCatalog"": false}",,,Unidad,,,
1280,Tubo LED T8 9W 60cm,23.0,0.0,,1P7ThjqFsiESYdzt0LbPvM8FpRqVoXXIP,,,,"{""isCatalog"": false}",,,Unidad,,,
1281,Cable 7x14 negro (rollo 100mts),0.0,0.0,,1p7uqKM9OC7V6OnEPAfL6b0-wVQiYF9Ev,,,,"{""isCatalog"": false}",,,Unidad,,,
1282,Tomacorriente sobrepuesto de 4 nemas,150.0,0.0,,1p7WQeHWqV2fPeyuacKbXWM0IeLBP6fgt,,,,"{""isCatalog"": false}",,,Unidad,,,
1283,Termico bipolar 2*40A marca Camsco,50.0,0.0,,1pa0-_hgdFA6gGbJKqgBDSF66EAknGZV0,,,,"{""isCatalog"": false}",,,Unidad,,,
1284,Foco LED tipo bombilla de 13W Marca FSL,14.1,0.0,,1PAbZlOFtUTmUYMNjB5svL5YRPy55VOuA,,,,"{""isCatalog"": false}",,,Unidad,,,
1285,"Disco para concreto de 7""",50.0,0.0,,1pagoQTQZAfAN3YATOM8EFdVgkm3OrdkE,,,,"{""isCatalog"": false}",,,Unidad,,,
1286,Termomagnetico bipolar de 32A,45.0,0.0,,1Pam50qiMoJXzlljOjUaUFV_BeB3zLyBO,,,,"{""isCatalog"": false}",,,Unidad,,,
1287,Foco LED 9W luz blanca,12.0,0.0,,1PauPC-etXJC9cwrLC3_F-qs_grwQwRYS,,,,"{""isCatalog"": false}",,,Unidad,,,
1288,Foco LED 15W 220V,20.0,0.0,,1PB4Ubd4DJSjOA40N1yn-fU-PAUi1MiK9,,,,"{""isCatalog"": false}",,,Unidad,,,
1289,GRIFOS PARA LAVAPLATOS,210.0,0.0,,1PBKdpTL9EWjEdz9zN-36HBKh4n-hEOq3,,,,"{""isCatalog"": false}",,,Unidad,,,
1290,Conversor Display Port a HDMI,80.0,0.0,,1peHgaXqjFL1y_mZDEg-EPCjbSWOujxUq,,,,"{""isCatalog"": false}",,,Unidad,,,
1291,"Cortapico de 250V, capacidad 2300W, 10A de 3 metros",77.0,0.0,,1peY5PM1M7_uV6u7_1TMLISQzN-dqBWs_,,,,"{""isCatalog"": false}",,,Unidad,,,
1292,Enchufe sobrepuesto,18.0,0.0,,1pfegnTYcKseekLbpMkgwNc02z4Fo7vEx,,,,"{""isCatalog"": false}",,,Unidad,,,
1293,FOCOS LED 18W-150,20.0,0.0,,1pg2obiseMg0iV0QtntD13CWguv7Kv4K8,,,,"{""isCatalog"": false}",,,Unidad,,,
1294,Grifo final Bronce,49.0,0.0,,1pgCqVrr36rUrlqNG1Ej-_Zn7StKcRl2u,,,,"{""isCatalog"": false}",,,Unidad,,,
1295,Grifo FV,250.0,0.0,,1pGrczjAJC3tP3i3VYbwwRK7zFQHzS5UB,,,,"{""isCatalog"": false}",,,Unidad,,,
1296,Chapa de 3 golpes,140.0,0.0,,1phA_aNqZ1rxdZTaQAB1d-djR2gORwpP9,,,,"{""isCatalog"": false}",,,Unidad,,,
1297,Masa corrida Killen envase negro,150.0,0.0,,1pHuIqQIcL_WnTBprUQdIyyG-Gu-CRyLU,,,,"{""isCatalog"": false}",Construcción,Materiales,Unidad,,,
1298,Chapa tipo perilla EVERLEO,65.0,0.0,,1pI9ZALAyN_yDxLJUZyrLtjm3KgvXlg-N,,,,"{""isCatalog"": false}",,,Unidad,,,
1299,Grifo de lavaplatos cuello de cisne FV,140.0,0.0,,1piAuS6Yjk3a31Paj4Rxl_Zj52OV5VEaQ,,,,"{""isCatalog"": false}",,,Unidad,,,
1300,Rollo Cable # 14 (100mts),320.0,0.0,,1PILR1cfGg28pkt1ITbpVEBrs8qs9VXfn,,,,"{""isCatalog"": false}",,,Unidad,,,
1301,Alargador 5 metros,60.0,0.0,,1PiQD5Yy4J3FtknZKhpQl-g98WyuZx5Q3,,,,"{""isCatalog"": false}",,,Unidad,,,
1302,"Clavo de 2"" (kilo)",18.0,0.0,,1PjH1wAbWjwFv2lsOuPMN3htqnwhBX6Ag,,,,"{""isCatalog"": false}",,,Unidad,,,
1303,"Remaches pop de 5mm x 1 1/2"" (340 unidades)",350.0,0.0,,1PjNUgjVjFY54HBVk5l_wtbA3uyJi5QJQ,,,,"{""isCatalog"": false}",,,Unidad,,,
1304,"Foco LED tipo botellón de 50W, 220V, luz blanca",65.0,0.0,,1pkH-pjtyk0Y0YVEtYiXzeaC2vOKWJUVo,,,,"{""isCatalog"": false}",,,Unidad,,,
1305,Seguro puerta de baño,35.0,0.0,,1pkrDLhvYCSWygk04R1gNl23q9UhKa4d-,,,,"{""isCatalog"": false}",,,Unidad,,,
1306,Cable canal 30X40 (barra de 2 metros),35.0,0.0,,1PLOV495UIXafO1tsWbpbETTec8tIF9Si,,,,"{""isCatalog"": false}",,,Unidad,,,
1307,Cinta doble contacto,35.0,0.0,,1pLX8GGdfMd2lC7wpi3gSkI-prd2NENYk,,,,"{""isCatalog"": false}",,,Unidad,,,
1308,Cinta Neon con transformador rollo de 5metros,110.0,0.0,,1pmtIvDdzyPmdxeNQgSa5_2LVpvmg-Q8f,,,,"{""isCatalog"": false}",,,Unidad,,,
1309,Cable cordón 2x16 (metro),8.0,0.0,,1pMwQgMuVmuLNRMKw_74SHU-x4i0ACZF3,,,,"{""isCatalog"": false}",,,Unidad,,,
1310,"Perno hexagonal de 5/16"" x 1/2""",1.3,0.0,,1pmYJBVN4jBPhDNDuTK382VPCxzdgVUBd,,,,"{""isCatalog"": false}",,,Unidad,,,
1311,Pantalla LED 60*60 para sobreponer,260.0,0.0,,1pn-fo015MdVcx_QeiaUxC6d-FJkS95nx,,,,"{""isCatalog"": false}",,,Unidad,,,
1312,"Cinta doble contacto de esponja 25Y largo , 18 mm de ancho",85.0,0.0,,1pO2xBvmrBQaeo40D40oXkx6tF3i0IEoq,,,,"{""isCatalog"": false}",,,Unidad,,,
1313,FOCO LED 18W TIPO BOTELLON ROSCA E27 LUZ BLANCA,25.0,0.0,,1POQFviVrlVgTVQRLyP_kIu06KOAU2Y2T,,,,"{""isCatalog"": false}",,,Unidad,,,
1314,Alambre de cobre,690.0,0.0,"Un sólo hilo N°10
100mts de largo
Revestimiento de goma
Marca Tigre, industria Boliviana",1Pr_nMh-RL8dZmoerxQXX6wjJVhW2Kg8c,,,,"{""isCatalog"": false}",,,Unidad,,,
1315,Reflector LED de 100 WATT,250.0,0.0,,1pRfTE6Zt2O68xQnEnwHU7OzuL_yayzet,,,,"{""isCatalog"": false}",,,Unidad,,,
1316,Rollo cable #8 de 7 hilos,1650.0,0.0,,1PRMIShS4zWjf8GmpNRStR1nZVh-_HMC7,,,,"{""isCatalog"": false}",,,Unidad,,,
1317,Conector Jabalina 5/8,15.0,0.0,,1PRo0tNdLUt2zNRuhdFpY7ia3zldIddXv,,,,"{""isCatalog"": false}",,,Unidad,,,
1318,Regleta toma doble,28.0,0.0,,1Prrd2eIguoVQEb_gRI-_-gi7v6s-ZXlp,,,,"{""isCatalog"": false}",,,Unidad,,,
1319,Japador de escritorio,10.0,0.0,,1PsAFSufGprYhbNvFHAKODMg9XvGnfqoE,,,,"{""isCatalog"": false}",,,Unidad,,,
1320,"Aplique de pared, negro, con dicroico LED MR16",70.0,0.0,,1pSQM_oxrAY7rGrrSVePYl4hN0rWGW27p,,,,"{""isCatalog"": false}",,,Unidad,,,
1321,Cable multifilar flex 4mm azul,810.0,0.0,,1PSRxQ9WdtJJpzy2jLrryQ7KlLJY_3BIh,,,,"{""isCatalog"": false}",,,Unidad,,,
1322,Tomacorriente doble nema sobrepuesto 20Amp Marca Adara,45.0,0.0,,1PT2BJXRIEc0K0vB9fhTCMuZvbq552y5i,,,,"{""isCatalog"": false}",,,Unidad,,,
1323,Clavija 10Amp Tramontina,15.0,0.0,,1PTEetlu_EkFzStkytDJuMMfG71NDJU5C,,,,"{""isCatalog"": false}",,,Unidad,,,
1324,Panel LED 18W,65.0,0.0,,1pui69Icvw9lxHb3k5jzYv6I615w9ZO9W,,Novaled,,"{""isCatalog"":true,""general"":10}",,,Unidad,,,2026-07-01
1325,Cable engomado flexible  2 x 4 mm2 (rollo 100 metros),1950.0,0.0,,1puNRS06Eb22agU8AtPx20zQmDpd0E6zc,,,,"{""isCatalog"": false}",,,Unidad,,,
1326,Ramplu #6 (bolsa 100U),120.0,0.0,,1Puo0746cLnbeYNACyqhmwP2zn0m0BFaU,,,,"{""isCatalog"": false}",,,Unidad,,,
1327,PISTOLA PARA SOLDAR ESTAÑO 100W (UYUSTOOLS),100.0,0.0,,1pUZBJetZcUS4FY13Y7ZoUklTIRhtrBeE,,,,"{""isCatalog"": false}",,,Unidad,,,
1328,Cableducto 30*12 de 2mts,32.0,0.0,,1pv6MwtJ5mQP-0ADBPcDGCU9b0IxKf_al,,,,"{""isCatalog"": false}",,,Unidad,,,
1329,Broca de concreto N°6 de primera,48.0,0.0,,1PVfd4AWAkBYj2eqLyfWIaObiXp1dcxa0,,,,"{""isCatalog"": false}",,,Unidad,,,
1330,"Perfil de Aluminio para cinta LED, Empotrable de 3 metros",68.0,0.0,,1Pw2jvW5XTo9j-B-aAHdbzo81HN2M1GQp,,,,"{""isCatalog"": false}",,,Unidad,,,
1331,Cortapico 6 tomas con cable de 3 metros,95.0,0.0,,1pWA1Dsy_oUQz7vG6W8_szOWalsrML11i,,,,"{""isCatalog"": false}",,,Unidad,,,
1332,"Tomacorriente en placa doble con tierra, tipo Nema",50.0,0.0,,1PWFXHva4_QXvIqTvUO7uenPhtfrMKLUU,,,,"{""isCatalog"": false}",,,Unidad,,,
1333,"Perfil de Aluminio para cinta LED, barra de 3 metro, 15*10MM",68.0,0.0,,1pwihPeoZetd7IONWmB4ryVGZBOSPdlQP,,,,"{""isCatalog"": false}",,,Unidad,,,
1334,Regleta simple 1 puerto modular,22.0,0.0,,1px5MjuIpP4fSOBemhiupweqHTLXu5FV3,,,,"{""isCatalog"": false}",,,Unidad,,,
1335,Cable de cobre 7 hilos #12 (Rollo 100 metros),898.0,0.0,,1pX6P9Ox14Fi5FZxhFfOSKwhZI9o303BW,,,,"{""isCatalog"": false}",,,Unidad,,,
